first_name,second_name,element_type,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,season
Willian,Borges da Silva,MID,50,0.0,13,251,0,0,1,3,0,0,0,54,36.2,133.3,25.0,19.5,2024-25
Julio,Enciso,MID,54,0.2,59,1155,2,3,2,22,3,0,5,224,250.8,268.9,362.0,87.7,2024-25
Ali,Al-Hamadi,FWD,47,0.2,8,125,0,0,0,5,3,0,0,15,5.6,25.7,32.0,6.0,2024-25
Elkan,Baggott,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Nathan,Broadhead,MID,49,0.0,37,690,2,0,2,12,1,0,1,137,148.2,111.0,155.0,41.4,2024-25
Cameron,Burgess,DEF,38,1.8,26,1540,0,2,0,37,0,0,0,122,422.0,87.2,103.0,61.4,2024-25
Wes,Burns,MID,47,0.0,30,922,0,1,1,23,1,0,0,144,111.6,148.5,66.0,31.8,2024-25
Conor,Chaplin,MID,51,0.1,41,845,1,2,1,19,2,0,0,139,106.6,152.1,108.0,36.1,2024-25
Harry,Clarke,DEF,40,0.0,1,377,0,0,0,10,1,1,0,-5,48.2,24.4,35.0,10.5,2024-25
Leif,Davis,DEF,42,0.9,52,2742,1,2,2,71,5,1,5,174,486.8,865.4,145.0,149.6,2024-25
Liam,Delap,FWD,56,3.3,132,2587,12,2,3,58,12,0,22,472,513.0,290.5,783.0,157.5,2024-25
George,Edmundson,DEF,40,0.1,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2024-25
Jacob,Greaves,DEF,38,2.3,37,2205,1,0,2,53,5,0,0,171,592.8,77.2,157.0,82.7,2024-25
Marcus,Myers-Harness,MID,49,0.0,2,43,0,0,0,2,0,0,0,4,9.4,1.9,6.0,1.7,2024-25
George,Hirst,FWD,54,0.1,46,645,3,1,0,16,3,0,3,157,146.4,64.5,207.0,41.2,2024-25
Cameron,Humphreys,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Omari,Giraud-Hutchinson,MID,52,0.3,88,2585,3,3,3,61,5,0,6,352,383.2,487.5,443.0,131.5,2024-25
Ben,Johnson,DEF,38,1.9,30,1346,1,2,0,39,3,1,2,23,276.6,177.2,92.0,54.6,2024-25
Freddie,Ladapo,FWD,45,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Massimo,Luongo,MID,43,0.2,13,195,0,0,0,6,0,0,0,47,34.4,6.6,4.0,4.6,2024-25
Sam,Morsy,MID,48,0.1,67,2749,1,1,2,67,10,0,5,421,417.0,374.0,47.0,83.7,2024-25
Corrie,Ndaba,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Cieran,Slicker,GK,39,0.6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jack,Taylor,MID,48,0.0,38,837,1,0,0,21,4,0,1,144,142.0,100.5,84.0,32.4,2024-25
Axel,Tuanzebe,DEF,39,1.2,27,1710,0,1,1,38,3,1,0,80,284.4,93.4,25.0,40.1,2024-25
Christian,Walton,GK,43,0.2,16,630,0,0,1,19,0,0,2,42,163.2,10.0,0.0,17.3,2024-25
Luke,Woolfenden,DEF,39,1.2,18,1187,0,0,1,28,2,0,0,93,258.4,6.7,8.0,27.5,2024-25
Kalvin,Phillips,MID,48,0.1,27,1231,0,0,1,30,4,1,0,167,181.8,116.2,41.0,33.8,2024-25
Arijanet,Muric,GK,44,0.4,49,1620,0,0,1,33,1,0,5,186,531.2,0.0,0.0,53.1,2024-25
Jaden,Philogene,MID,53,0.1,37,796,2,0,2,22,3,1,3,116,159.0,98.2,190.0,43.9,2024-25
Conor,Townsend,DEF,39,0.5,11,334,0,1,0,6,1,0,0,43,110.2,56.0,13.0,18.0,2024-25
Sam,Szmodics,MID,57,0.1,54,988,4,0,2,18,2,0,2,167,216.0,93.0,263.0,56.7,2024-25
Jens,Cajuste,MID,45,0.1,63,1960,1,1,1,46,2,0,2,309,284.0,209.2,59.0,54.9,2024-25
Dara,O'Shea,DEF,38,1.2,49,3122,0,2,2,75,6,0,1,231,862.8,59.9,195.0,111.6,2024-25
Jack,Clarke,MID,54,0.0,53,1161,0,4,1,31,2,0,0,221,230.8,341.7,151.0,72.2,2024-25
Chiedozie,Ogbene,MID,48,0.0,7,237,0,0,0,3,0,0,0,29,22.8,30.2,12.0,6.4,2024-25
Ben,Godfrey,DEF,40,0.0,-1,158,0,0,0,10,1,0,0,-27,15.0,2.3,2.0,1.9,2024-25
Kieran,McKenna,AM,5,0.4,51,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Alex,Palmer,GK,45,0.1,22,1170,0,0,0,30,2,0,0,94,356.8,10.0,0.0,36.6,2024-25
Somto,Boniface,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Tom,Taylor,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Facundo,Buonanotte,MID,45,0.4,75,1508,5,2,2,33,8,0,6,299,415.8,415.8,318.0,114.7,2024-25
Jordan,Ayew,MID,51,0.2,75,1649,5,0,4,42,6,0,3,279,304.4,316.9,311.0,93.4,2024-25
Odsonne,Edouard,FWD,51,0.2,7,141,0,0,0,3,0,0,0,14,5.0,25.0,50.0,8.0,2024-25
Boubakary,Soumaré,MID,44,0.3,48,2165,0,0,1,52,8,0,0,327,294.2,261.8,47.0,60.4,2024-25
Tom,Cannon,FWD,45,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Hamza,Choudhury,MID,44,1.0,4,129,0,0,0,5,0,0,0,29,33.8,30.4,6.0,7.0,2024-25
Conor,Coady,DEF,40,0.5,39,1712,1,0,2,42,3,0,3,144,378.8,33.0,62.0,47.5,2024-25
Patson,Daka,FWD,48,0.5,34,717,1,0,1,16,0,0,2,108,86.0,41.7,148.0,27.0,2024-25
Bobby,De Cordova-Reid,MID,52,0.1,48,734,1,4,1,17,2,0,2,145,102.2,84.4,72.0,26.0,2024-25
Wout,Faes,DEF,38,5.2,55,2812,1,0,3,63,4,0,2,241,678.0,68.5,121.0,86.9,2024-25
Michael,Golding,MID,44,0.2,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2024-25
Mads,Hermansen,GK,44,0.4,63,2385,0,0,1,58,1,0,1,231,827.0,0.2,0.0,82.8,2024-25
Daniel,Iversen,GK,39,0.7,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
James,Justin,DEF,41,1.2,70,2912,2,2,3,68,6,0,6,218,615.2,258.5,202.0,107.8,2024-25
Victor,Kristiansen,DEF,44,0.1,34,2481,0,1,1,62,1,0,0,153,519.4,358.6,40.0,91.6,2024-25
Wanya,Marçal-Madivádua,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Stephy,Mavididi,MID,50,0.3,72,1606,4,1,1,38,2,0,5,270,339.2,375.3,302.0,101.5,2024-25
Kasey,McAteer,MID,47,0.0,35,846,1,1,3,16,3,0,0,125,147.2,132.5,184.0,46.3,2024-25
Wilfred,Ndidi,MID,49,0.2,64,2325,0,5,3,48,8,0,1,375,546.4,302.2,280.0,112.8,2024-25
Caleb,Okoli,DEF,40,0.4,27,1122,1,0,1,26,4,0,1,106,318.6,15.2,73.0,40.7,2024-25
Ricardo,Barbosa Pereira,DEF,41,0.1,10,382,0,0,0,8,1,0,0,46,67.8,18.7,19.0,10.5,2024-25
Harry,Souttar,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jakub,Stolarczyk,GK,40,0.5,25,900,0,0,2,16,1,0,0,104,228.4,0.0,0.0,22.8,2024-25
Luke,Thomas,DEF,39,1.4,27,1109,0,0,3,23,3,0,0,144,226.4,144.5,34.0,40.4,2024-25
Jamie,Vardy,FWD,54,5.2,128,2825,9,5,4,68,5,0,18,464,490.8,270.8,742.0,150.0,2024-25
Jannik,Vestergaard,DEF,39,1.5,11,1390,0,0,0,35,5,0,0,86,321.0,46.6,53.0,42.4,2024-25
Danny,Ward,GK,39,2.0,2,135,0,0,0,6,0,0,0,-5,35.4,0.0,0.0,3.6,2024-25
Harry,Winks,MID,43,4.7,40,1536,0,2,0,34,4,0,0,282,272.8,319.6,37.0,63.2,2024-25
Oliver,Skipp,MID,47,0.0,27,1118,0,0,3,26,8,0,0,121,119.4,146.0,35.0,29.9,2024-25
Abdul,Fatawu,MID,51,0.2,26,576,0,2,0,14,0,0,3,125,147.6,104.3,148.0,40.1,2024-25
Will,Alves,MID,44,0.1,1,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,2024-25
Ben,Nelson,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Bilal,El Khannouss,MID,48,0.2,83,2179,2,4,3,54,4,0,6,376,381.6,634.1,191.0,120.5,2024-25
Henry,Cartwright,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Thomas,Wilson-Brown,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Woyo,Coulibaly,DEF,40,0.0,1,107,0,0,0,6,1,0,0,-4,24.4,3.4,24.0,5.2,2024-25
Ruud,van Nistelrooij,AM,5,0.5,48,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jeremy,Monga,MID,45,0.0,7,105,0,0,0,3,0,0,0,29,20.6,12.6,19.0,5.1,2024-25
Olabade,Aluko,DEF,40,0.0,1,1,0,0,0,0,0,0,0,3,2.0,0.2,0.0,0.2,2024-25
Jake,Evans,MID,45,0.0,4,21,0,0,0,1,0,0,0,13,3.2,0.2,0.0,0.3,2024-25
Sammy,Braybrooke,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Alisson,Ramses Becker,GK,55,8.4,112,2508,0,0,10,29,0,0,9,451,628.8,13.0,0.0,64.0,2024-25
Trent,Alexander-Arnold,DEF,72,16.7,148,2362,3,7,12,25,5,0,13,603,723.8,833.7,268.0,182.4,2024-25
Stefan,Bajčetić Maquieira,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Conor,Bradley,DEF,47,1.2,41,744,0,2,3,10,4,0,3,160,156.2,110.5,162.0,42.8,2024-25
Bobby,Clark,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Darwin,Núñez Ribeiro,FWD,70,1.9,66,1113,5,3,2,21,8,0,6,244,263.8,151.6,404.0,81.2,2024-25
Diogo,Teixeira da Silva,MID,72,2.6,87,1182,6,4,7,12,2,0,4,225,300.6,169.5,537.0,99.0,2024-25
Ben,Doak,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Harvey,Elliott,MID,52,0.3,33,359,1,2,0,6,1,0,3,120,118.6,145.8,143.0,40.4,2024-25
Endo,Wataru,MID,46,0.1,21,259,0,0,0,5,0,0,0,82,57.6,38.2,6.0,10.0,2024-25
Cody,Gakpo,FWD,72,5.4,127,1921,10,5,5,25,5,0,22,572,597.0,517.7,686.0,180.3,2024-25
Joe,Gomez,DEF,47,0.4,14,517,0,0,1,8,1,0,0,83,130.4,38.5,58.0,22.8,2024-25
Ryan,Gravenberch,MID,50,0.7,92,3160,0,4,14,35,5,1,1,568,550.6,473.9,121.0,114.7,2024-25
Curtis,Jones,MID,53,0.2,87,1702,3,5,6,27,1,1,4,396,397.2,343.7,400.0,113.6,2024-25
Caoimhin,Kelleher,GK,39,1.2,45,900,0,0,4,12,0,0,1,156,224.2,0.0,0.0,22.4,2024-25
Ibrahima,Konaté,DEF,53,7.0,106,2561,1,2,11,28,5,0,4,487,578.0,161.4,133.0,87.6,2024-25
Luis,Díaz,MID,75,16.8,183,2393,13,7,15,21,2,0,21,634,770.8,748.0,946.0,246.4,2024-25
Mohamed,Salah,MID,136,66.3,344,3374,29,18,15,40,1,0,55,1133,1577.0,1199.2,1985.0,476.0,2024-25
Alexis,Mac Allister,MID,62,1.7,122,2597,5,6,14,24,6,0,8,578,653.4,731.3,357.0,174.1,2024-25
James,McConnell,MID,43,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Tyler,Morton,MID,44,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Nathaniel,Phillips,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jarell,Quansah,DEF,39,1.0,9,488,0,0,0,12,2,0,0,38,119.4,29.1,15.0,16.5,2024-25
Rhys,Williams,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Andrew,Robertson,DEF,58,4.0,91,2479,0,1,10,32,3,1,4,397,395.4,668.7,182.0,124.4,2024-25
Dominik,Szoboszlai,MID,61,2.7,143,2485,6,10,12,29,6,0,14,605,589.8,794.8,601.0,198.1,2024-25
Konstantinos,Tsimikas,DEF,46,0.2,43,829,0,1,4,8,2,0,3,217,202.0,260.7,60.0,52.5,2024-25
Virgil,van Dijk,DEF,67,25.6,143,3330,3,1,14,38,5,0,8,631,932.6,206.6,299.0,143.7,2024-25
Federico,Chiesa,MID,68,0.2,7,103,0,0,0,3,0,0,0,16,9.0,23.5,36.0,6.7,2024-25
Vítezslav,Jaros,GK,40,0.1,1,11,0,0,0,0,0,0,0,6,8.8,0.0,0.0,0.9,2024-25
Harvey,Davies,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Treymaurice,Nyoni,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Amara,Nallo,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jayden,Danns,FWD,45,0.0,1,10,0,0,0,1,0,0,0,2,0.0,0.3,0.0,0.0,2024-25
Arne,Slot,AM,15,6.3,118,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Manuel,Akanji,DEF,53,2.3,61,2012,0,0,6,28,3,0,1,307,339.8,249.8,100.0,68.9,2024-25
Nathan,Aké,DEF,53,0.8,25,677,0,0,3,11,0,0,0,121,104.6,33.7,20.0,15.9,2024-25
Bernardo,Veiga de Carvalho e Silva,MID,61,2.8,110,2667,4,4,10,36,7,0,13,568,603.0,800.4,532.0,193.6,2024-25
Oscar,Bobb,MID,47,0.1,3,14,0,0,0,1,0,0,0,13,4.4,12.6,0.0,1.6,2024-25
Scott,Carson,GK,39,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Kevin,De Bruyne,MID,95,11.6,114,1694,4,9,10,19,2,0,12,462,466.6,920.0,411.0,179.5,2024-25
Jérémy,Doku,MID,62,1.7,88,1506,3,6,8,14,1,0,3,425,453.8,515.9,528.0,150.0,2024-25
Ederson,Santana de Moraes,GK,53,5.7,111,2320,0,4,10,26,4,0,9,400,567.0,43.0,0.0,60.9,2024-25
Phil,Foden,MID,91,4.6,105,1771,7,3,6,24,2,0,10,454,448.0,749.0,449.0,164.2,2024-25
Jack,Grealish,MID,64,0.2,38,710,1,1,2,10,3,0,4,187,157.2,321.4,234.0,71.3,2024-25
Joško,Gvardiol,DEF,65,38.6,153,3278,5,0,13,41,2,0,15,623,847.0,501.7,497.0,185.0,2024-25
Erling,Haaland,FWD,149,24.0,181,2736,22,3,10,38,2,0,26,795,946.0,359.4,1511.0,281.8,2024-25
Julián,Álvarez,FWD,70,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
João,Cavaco Cancelo,DEF,53,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Mateo,Kovačić,MID,54,1.2,109,2194,6,3,10,29,5,1,13,542,606.4,579.3,204.0,139.1,2024-25
Rico,Lewis,DEF,43,3.5,66,1888,1,2,5,27,3,1,1,285,293.8,218.6,139.0,65.0,2024-25
Matheus Luiz,Nunes,MID,49,0.2,81,1670,1,7,9,19,4,0,6,373,370.4,422.4,206.0,99.9,2024-25
James,McAtee,MID,46,0.1,31,340,3,0,0,6,1,0,0,102,113.0,64.6,136.0,30.7,2024-25
Stefan,Ortega Moreno,GK,52,0.7,35,1099,0,0,3,18,1,0,0,144,292.6,0.0,0.0,29.4,2024-25
Rodrigo 'Rodri',Hernandez,MID,62,0.8,3,72,0,0,0,1,0,0,0,21,12.2,17.5,0.0,3.0,2024-25
Rúben,Gato Alves Dias,DEF,55,5.5,90,2269,0,0,11,21,4,0,7,410,478.2,173.8,150.0,80.2,2024-25
John,Stones,DEF,53,1.0,29,544,2,0,1,11,1,0,2,92,155.6,49.8,70.0,27.4,2024-25
Kyle,Walker,DEF,51,2.5,13,966,0,0,0,21,3,0,0,63,157.4,147.7,29.0,33.5,2024-25
Sávio 'Savinho',Moreira de Oliveira,MID,60,1.9,106,1760,1,11,8,25,3,0,15,442,415.2,682.9,671.0,177.3,2024-25
Nico,O'Reilly,MID,49,0.2,31,525,2,0,3,3,0,0,4,118,133.4,76.2,112.0,32.2,2024-25
Ilkay,Gündogan,MID,63,0.5,97,2218,1,7,10,28,1,0,5,460,387.0,781.3,273.0,144.2,2024-25
Issa,Kaboré,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jacob,Wright,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jahmai,Simpson-Pusey,DEF,40,0.0,1,95,0,0,0,2,1,0,0,7,19.6,2.2,2.0,2.4,2024-25
Josh,Wilson-Esbrand,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Divin,Mubama,FWD,45,0.1,1,27,0,0,0,0,0,0,0,2,0.2,0.1,5.0,0.5,2024-25
Max,Alleyne,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Spike,Brits,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Abdukodir,Khusanov,DEF,50,0.3,14,503,0,0,2,6,1,0,0,78,102.0,33.9,4.0,14.1,2024-25
Vitor,de Oliveira Nunes dos Reis,DEF,45,0.0,1,1,0,0,0,0,0,0,0,4,3.2,0.0,0.0,0.3,2024-25
Pep,Guardiola,AM,15,29.2,113,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Omar,Marmoush,FWD,74,22.6,73,1174,7,1,8,12,0,0,12,326,318.0,246.7,410.0,97.3,2024-25
Nico,González,MID,60,0.0,31,760,1,1,6,7,3,0,0,123,137.2,78.7,62.0,27.5,2024-25
Claudio,Echeverri,MID,58,0.0,1,5,0,0,0,0,0,0,0,2,2.2,0.4,0.0,0.3,2024-25
Amad,Diallo,MID,53,4.1,129,1898,8,8,7,30,5,0,17,569,634.0,687.2,615.0,193.8,2024-25
Antony Matheus,dos Santos,MID,57,0.2,8,135,0,0,0,2,0,0,0,37,35.0,50.7,74.0,15.8,2024-25
Bruno,Borges Fernandes,MID,84,13.7,174,3017,8,12,10,47,3,2,28,810,1017.8,1407.7,587.0,300.8,2024-25
Altay,Bayindir,GK,43,0.1,8,360,0,0,1,10,0,0,0,22,80.0,0.0,0.0,7.9,2024-25
Carlos Henrique,Casimiro,MID,46,0.4,48,1489,1,0,6,20,5,0,3,300,433.2,348.2,265.0,104.8,2024-25
Diogo,Dalot Teixeira,DEF,50,4.7,95,2812,0,4,8,45,5,0,9,352,493.2,434.2,258.0,118.2,2024-25
Christian,Eriksen,MID,52,0.2,45,1052,1,2,4,16,4,0,0,228,235.8,474.3,79.0,78.9,2024-25
Jonny,Evans,DEF,44,0.1,15,312,0,0,1,2,1,0,3,71,66.6,5.3,23.0,9.5,2024-25
Alejandro,Garnacho,MID,59,4.7,106,2188,6,4,5,36,3,0,7,370,454.0,532.2,904.0,188.3,2024-25
Hannibal,Mejbri,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Tom,Heaton,GK,39,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Rasmus,Højlund,FWD,69,1.0,78,1998,4,1,6,31,2,0,8,246,187.0,254.7,432.0,86.3,2024-25
Victor,Lindelöf,DEF,43,0.1,27,695,0,0,2,9,1,0,0,100,125.4,48.5,8.0,18.3,2024-25
Harry,Maguire,DEF,49,0.8,48,1751,1,0,3,27,7,0,3,217,409.4,101.2,233.0,74.5,2024-25
Kobbie,Mainoo,MID,52,1.7,42,1646,0,0,5,27,5,0,0,229,196.6,250.8,137.0,58.8,2024-25
Tyrell,Malacia,DEF,44,0.0,2,99,0,0,0,1,1,0,0,2,5.2,13.9,0.0,1.7,2024-25
Lisandro,Martínez,DEF,43,2.2,68,1751,2,1,6,27,7,0,5,293,426.6,153.9,158.0,73.8,2024-25
Scott,McTominay,MID,49,0.1,2,17,0,0,0,1,0,0,0,4,3.2,0.3,5.0,0.9,2024-25
Mason,Mount,MID,63,0.2,25,613,1,0,3,11,3,0,0,74,104.0,140.0,218.0,45.6,2024-25
André,Onana,GK,49,5.0,120,3060,0,0,9,44,0,0,8,443,733.0,13.0,0.0,74.7,2024-25
Facundo,Pellistri Rebollo,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Luke,Shaw,DEF,49,0.2,5,346,0,0,0,5,1,0,0,38,48.2,68.2,11.0,12.7,2024-25
Joshua,Zirkzee,FWD,65,1.5,64,1385,3,2,3,24,2,0,6,216,222.6,212.0,351.0,78.0,2024-25
Leny,Yoro,DEF,43,0.2,22,1160,0,0,1,24,5,0,0,90,207.4,55.8,54.0,31.8,2024-25
Matthijs,de Ligt,DEF,48,2.9,68,2119,2,0,4,36,3,0,3,312,518.4,88.7,303.0,91.5,2024-25
Noussair,Mazraoui,DEF,42,7.3,88,2836,0,1,7,43,3,0,5,410,619.4,332.7,123.0,107.5,2024-25
Toby,Collyer,MID,45,0.0,6,174,0,0,0,2,0,0,0,40,40.4,29.9,8.0,7.9,2024-25
Ethan,Wheatley,FWD,45,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Manuel,Ugarte,MID,49,0.1,49,1777,1,2,4,33,11,0,1,318,313.6,195.9,113.0,62.1,2024-25
Ayden,Heaven,DEF,40,0.1,10,169,0,0,1,1,1,0,2,47,43.4,12.9,10.0,6.6,2024-25
Jack,Fletcher,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Harry,Amass,DEF,40,0.1,4,345,0,0,0,9,0,0,0,1,40.0,26.5,15.0,8.2,2024-25
Jayce,Fitzgerald,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Godwill,Kukonki,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ruben Filipe,Marques Diogo Amorim,AM,8,1.4,86,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Elyh,Harrison,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Patrick,Dorgu,DEF,45,0.2,18,840,0,0,2,12,3,1,1,108,106.4,175.3,112.0,39.4,2024-25
Chido,Obi-Martin,FWD,45,0.2,7,160,0,0,0,5,1,0,0,21,8.2,5.1,46.0,5.4,2024-25
Tyler,Fredricson,DEF,40,0.0,2,166,0,0,0,5,0,0,0,16,37.4,4.9,2.0,4.4,2024-25
Jack,Moorhouse,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Sékou,Koné,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Hubert,Graczyk,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Dermot,Mee,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Alex,Murphy,DEF,40,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Miguel,Almirón Rejala,MID,54,0.3,10,150,0,0,0,3,0,0,0,36,15.2,40.9,57.0,11.3,2024-25
Harvey,Barnes,MID,59,4.2,130,1746,9,5,6,23,0,0,13,442,522.2,407.1,701.0,163.1,2024-25
Sven,Botman,DEF,44,0.0,18,412,0,0,2,4,1,0,0,95,110.4,28.4,96.0,23.6,2024-25
Bruno,Guimarães Rodriguez Moura,MID,62,3.0,135,3273,5,6,13,44,7,0,10,661,723.0,796.0,454.0,197.5,2024-25
Dan,Burn,DEF,46,12.6,115,3330,1,1,13,45,11,0,9,476,736.6,123.6,297.0,115.8,2024-25
Martin,Dúbravka,GK,40,1.3,44,900,0,0,5,12,0,0,2,160,220.2,0.0,0.0,22.0,2024-25
Anthony,Gordon,MID,74,8.0,124,2428,6,6,10,33,2,0,9,476,537.0,777.3,655.0,196.8,2024-25
Lewis,Hall,DEF,47,4.4,102,2188,0,7,8,31,3,0,11,443,561.6,561.2,128.0,125.3,2024-25
Isaac,Hayden,MID,44,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Alexander,Isak,FWD,94,49.4,211,2758,23,6,12,41,1,0,36,848,1043.0,573.1,1320.0,292.7,2024-25
Jacob,Murphy,MID,52,14.3,159,2356,8,13,11,31,4,0,11,601,713.4,625.2,519.0,185.6,2024-25
Joelinton Cássio,Apolinário de Lira,MID,60,1.1,99,2394,4,4,10,32,10,0,11,374,469.8,389.3,465.0,132.7,2024-25
Lloyd,Kelly,DEF,42,0.1,12,299,0,1,0,6,2,0,0,40,80.6,29.0,20.0,12.6,2024-25
Emil,Krafth,DEF,43,0.1,17,334,0,0,1,2,2,0,0,55,59.2,19.7,13.0,9.3,2024-25
Garang,Kuol,MID,44,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jamaal,Lascelles,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jamal,Lewis,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Tino,Livramento,DEF,46,8.9,105,2835,0,1,10,40,1,0,6,476,567.4,406.2,127.0,110.1,2024-25
Sean,Longstaff,MID,44,0.3,34,783,0,1,2,11,2,0,0,131,117.2,78.4,76.0,27.3,2024-25
Lewis,Miley,MID,50,0.0,21,304,1,0,0,4,0,0,1,88,87.4,33.5,45.0,16.7,2024-25
Odysseas,Vlachodimos,GK,42,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Nick,Pope,GK,50,6.1,102,2520,0,0,8,35,2,0,2,384,666.0,10.0,0.0,67.4,2024-25
John,Ruddy,GK,39,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Fabian,Schär,DEF,55,5.0,118,2935,4,2,11,42,9,1,4,440,743.2,111.5,346.0,119.6,2024-25
Matt,Targett,DEF,39,0.3,2,20,0,0,0,0,0,0,0,7,5.0,5.6,0.0,1.0,2024-25
