first_name,second_name,element_type,now_cost,selected_by_percent,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,season
Thilo,Kehrer,DEF,42,0.1,2,19,0,0,0,1,2,0,0,7,8.6,0.7,0.0,0.9,2023-24
Divin,Mubama,FWD,41,4.5,5,75,0,0,0,2,0,0,0,14,0.2,2.4,5.0,0.8,2023-24
Lucas,Tolentino Coelho de Lima,MID,60,1.4,100,2627,4,6,4,52,10,0,7,398,570.6,722.3,343.0,163.7,2023-24
Gianluca,Scamacca,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Tomáš,Souček,MID,49,0.8,116,2867,7,2,5,64,7,0,9,456,751.6,262.5,488.0,150.3,2023-24
Nikola,Vlašić,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Kurt,Zouma,DEF,45,1.5,76,2838,3,0,3,63,3,0,6,444,636.8,55.1,227.0,92.0,2023-24
Angelo,Ogbonna,DEF,42,0.1,19,634,0,0,2,14,1,0,0,103,131.0,2.2,10.0,14.4,2023-24
Edson,Álvarez Velázquez,MID,50,0.2,62,2375,1,1,5,45,11,0,3,345,545.8,193.1,89.0,82.7,2023-24
Joseph,Anang,GK,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
James,Ward-Prowse,MID,57,5.3,146,3000,7,7,5,65,4,0,19,708,831.0,1023.5,324.0,217.5,2023-24
Konstantinos,Mavropanos,DEF,45,0.1,40,1500,1,0,3,27,2,0,3,229,300.2,41.9,112.0,45.3,2023-24
Mohammed,Kudus,MID,67,3.0,137,2485,8,9,3,61,6,0,13,476,667.2,472.9,566.0,170.8,2023-24
Lewis,Orford,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Kaelan,Casey,DEF,40,0.0,1,1,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,2023-24
Oliver,Scarles,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Callum,Marshall,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
George,Earthy,MID,45,0.0,8,33,1,0,0,0,0,0,0,27,32.8,2.0,33.0,6.9,2023-24
Tommy,Doyle,MID,44,0.1,38,1209,0,0,3,24,2,0,0,197,198.4,173.7,55.0,42.7,2023-24
Rayan,Aït-Nouri,DEF,46,3.9,77,2327,2,3,3,43,7,0,6,365,448.4,376.9,253.0,107.7,2023-24
Daniel,Bentley,GK,39,0.8,18,382,0,0,2,7,0,0,1,73,70.8,0.0,0.0,7.1,2023-24
Bendegúz,Bolla,DEF,40,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Hugo,Bueno López,DEF,44,0.1,29,727,0,0,2,16,1,0,0,136,139.4,122.1,30.0,29.0,2023-24
Francisco Jorge,Tomás Oliveira,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Luke,Cundle,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Craig,Dawson,DEF,45,0.4,69,2209,1,1,6,38,7,0,6,421,611.8,108.6,222.0,94.4,2023-24
Fábio,Silva,FWD,52,0.2,8,259,0,0,1,8,2,0,0,7,25.2,51.6,93.0,16.9,2023-24
Gonçalo Manuel,Ganchinho Guedes,MID,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Joe,Hodge,MID,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ki-Jana,Hoever,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Hwang,Hee-chan,MID,54,1.8,125,2116,12,3,3,37,6,0,10,334,534.2,259.9,614.0,140.7,2023-24
João Victor,Gomes da Silva,MID,49,0.1,75,2646,2,2,4,51,11,0,3,359,493.2,372.3,196.0,106.1,2023-24
Jonathan,Castro Otto,DEF,43,0.0,1,4,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,2023-24
Bruno,Cavaco Jordão,MID,43,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Sasa,Kalajdzic,FWD,49,0.1,24,158,2,0,1,2,0,0,4,88,94.0,48.7,66.0,20.7,2023-24
Max,Kilman,DEF,44,1.7,82,3420,2,0,5,65,7,0,3,592,853.6,233.1,212.0,130.2,2023-24
Tom,King,GK,39,0.6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Mario,Lemina,MID,49,0.1,95,2969,4,1,4,55,10,1,13,490,621.6,333.6,470.0,142.7,2023-24
Pedro,Lomba Neto,MID,55,1.3,86,1516,2,11,3,27,4,0,8,310,371.4,599.2,389.0,135.5,2023-24
Daniel,Castelo Podence,MID,53,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
José,Malheiro de Sá,GK,50,2.0,107,3037,0,1,4,58,1,0,8,622,1003.4,11.0,0.0,101.6,2023-24
Pablo,Sarabia,MID,45,0.5,99,1737,4,7,6,27,5,0,8,358,469.2,795.3,418.0,168.4,2023-24
Matija,Šarkić,GK,40,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Nélson,Cabral Semedo,DEF,45,0.6,63,3084,0,2,5,62,10,1,0,455,508.8,395.7,165.0,107.2,2023-24
Toti António,Gomes,DEF,44,0.3,82,2771,1,4,4,49,7,0,6,468,550.0,117.7,167.0,83.7,2023-24
Boubacar,Traoré,MID,43,0.3,25,802,0,0,0,23,4,0,0,122,114.4,106.5,27.0,25.2,2023-24
Matheus,Santos Carneiro Da Cunha,FWD,55,2.4,135,2438,12,7,6,46,9,0,15,520,786.0,409.8,872.0,206.4,2023-24
Matt,Doherty,DEF,43,0.2,41,1136,1,0,1,21,2,0,1,186,237.8,168.1,122.0,52.9,2023-24
Santiago,Bueno,DEF,45,0.0,13,819,0,0,0,18,1,0,0,124,173.8,27.1,2.0,20.3,2023-24
Enso,González,MID,50,0.0,1,1,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,2023-24
Nathan,Fraser,FWD,45,0.1,7,183,0,0,1,3,1,0,0,17,22.4,29.2,36.0,8.6,2023-24
Jean-Ricner,Bellegarde,MID,49,0.0,45,948,2,2,0,24,0,1,1,150,189.8,170.1,163.0,52.2,2023-24
Matthew,Whittingham,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Tawanda,Chirewa,MID,44,0.0,8,138,0,0,0,2,1,0,0,21,22.0,24.7,21.0,6.6,2023-24
Justin,Hubner,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Owen,Hesketh,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Ty,Barnett,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Harvey,Griffiths,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Yerson,Mosquera,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Noha,Lemina,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Wesley,Okoduwa,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Leon,Chiwome,FWD,45,0.0,5,173,0,0,0,4,0,0,0,12,7.8,1.2,13.0,2.2,2023-24
Fletcher,Holman,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Temple,Ojinnaka,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2023-24
Fábio,Ferreira Vieira,MID,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Gabriel,Fernando de Jesus,FWD,65,1.0,42,600,3,2,2,5,4,0,6,152,154.4,119.5,255.0,52.6,2024-25
Gabriel,dos Santos Magalhães,DEF,61,12.2,117,2363,3,2,10,22,4,0,9,459,584.6,208.8,287.0,108.2,2024-25
Kai,Havertz,FWD,77,6.2,97,1872,9,3,7,20,5,0,14,343,467.6,269.0,711.0,144.8,2024-25
Karl,Hein,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jurriën,Timber,DEF,55,4.3,114,2415,1,3,11,21,7,0,9,426,393.0,296.8,254.0,94.2,2024-25
Jorge Luiz,Frello Filho,MID,46,0.2,20,701,0,0,2,7,5,0,0,112,44.8,88.8,8.0,14.2,2024-25
Jakub,Kiwior,DEF,49,3.8,43,1117,1,0,3,15,1,0,2,178,267.2,91.3,32.0,39.2,2024-25
Gabriel,Martinelli Silva,MID,65,3.1,125,2284,8,4,10,25,1,0,6,422,559.8,587.8,912.0,206.1,2024-25
Ethan,Nwaneri,MID,43,1.5,66,882,4,2,4,4,1,0,4,251,293.2,282.8,255.0,83.0,2024-25
Martin,Ødegaard,MID,82,5.7,116,2321,3,9,11,21,4,0,11,529,524.6,968.7,493.0,198.8,2024-25
David,Raya Martin,GK,56,32.6,142,3420,0,0,13,34,3,0,10,555,755.4,10.7,0.0,76.7,2024-25
Declan,Rice,MID,63,4.2,127,2823,4,7,11,29,5,1,17,627,733.0,959.6,399.0,208.8,2024-25
Bukayo,Saka,MID,104,20.2,127,1724,6,11,7,21,3,0,18,508,606.0,842.8,830.0,227.9,2024-25
William,Saliba,DEF,64,25.8,130,3039,2,0,12,29,2,1,14,564,672.6,150.1,116.0,94.2,2024-25
Thomas,Partey,MID,49,0.7,108,2793,4,3,9,30,4,0,8,567,626.6,377.9,223.0,123.2,2024-25
Kieran,Tierney,DEF,43,0.1,27,250,1,0,1,1,0,0,2,99,91.8,109.1,48.0,25.0,2024-25
Tomiyasu,Takehiro,DEF,48,0.0,1,6,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,2024-25
Leandro,Trossard,MID,67,4.5,152,2546,8,8,11,27,2,1,18,561,609.0,617.6,798.0,202.1,2024-25
Benjamin,White,DEF,62,4.4,50,1195,0,2,5,13,2,0,0,211,247.6,162.6,100.0,51.0,2024-25
Oleksandr,Zinchenko,DEF,48,0.9,40,518,0,1,4,1,1,0,2,141,83.4,92.8,66.0,24.1,2024-25
Norberto,Murara Neto,GK,41,0.7,7,180,0,0,0,2,0,0,0,30,77.8,0.0,0.0,7.8,2024-25
Raheem,Sterling,MID,67,0.8,26,490,0,2,1,4,1,0,0,64,67.2,125.5,122.0,31.3,2024-25
Riccardo,Calafiori,DEF,58,1.5,39,978,2,1,1,12,4,0,1,142,252.6,118.2,176.0,54.6,2024-25
Myles,Lewis-Skelly,MID,45,0.4,37,1362,1,0,5,16,3,2,0,237,176.0,170.7,57.0,40.0,2024-25
Mikel,Merino,MID,60,1.5,92,1575,7,2,4,17,2,1,8,326,456.8,265.8,511.0,123.3,2024-25
Salah-Eddine,Oulad M'hand,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Tommy,Setford,GK,45,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Maldini,Kacurri,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ismeal,Kabia,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Josh,Nichols,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Nathan,Butler-Oyedeji,FWD,45,0.2,1,6,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,2024-25
Mikel,Arteta,AM,15,9.0,104,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jack,Porter,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jimi,Gower,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jack,Henry-Francis,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Brayden,Clarke,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Leon,Bailey,MID,62,0.8,47,1132,1,2,2,19,3,0,2,174,146.4,235.8,325.0,70.3,2024-25
Ross,Barkley,MID,52,0.2,44,567,3,1,1,10,3,0,5,166,215.4,128.1,206.0,54.8,2024-25
Enzo,Barrenechea,MID,49,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Emiliano,Buendía Stati,MID,51,0.1,11,89,0,0,0,2,1,0,0,37,16.4,23.2,16.0,5.2,2024-25
Matty,Cash,DEF,44,1.6,76,2069,1,1,7,22,7,0,2,286,359.2,181.0,171.0,71.3,2024-25
Leander,Dendoncker,MID,45,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Moussa,Diaby,MID,65,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Diego Carlos,Santos Silva,DEF,45,0.3,21,828,0,0,2,15,1,0,1,69,150.6,9.2,54.0,21.5,2024-25
Lucas,Digne,DEF,44,5.6,89,2348,0,5,6,36,4,0,7,383,512.6,583.9,112.0,120.7,2024-25
Lewis,Dobbin,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jhon,Durán,FWD,57,1.6,53,622,7,0,2,14,3,1,9,222,273.8,68.9,334.0,67.5,2024-25
Joe,Gauci,GK,40,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Kortney,Hause,DEF,39,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Samuel,Iling-Junior,MID,54,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Boubacar,Kamara,MID,50,0.1,57,1720,1,0,6,22,2,0,3,296,326.6,191.0,83.0,60.2,2024-25
Kaine,Kesler-Hayden,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ezri,Konsa Ngoyo,DEF,45,9.5,103,2936,2,0,8,45,1,0,10,448,532.8,123.9,166.0,82.4,2024-25
Ian,Maatsen,DEF,45,1.6,57,1125,1,2,3,16,2,0,0,204,252.0,293.4,197.0,74.3,2024-25
Filip,Marschall,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Emiliano,Martínez Romero,GK,50,13.3,111,3195,0,0,8,47,5,1,6,457,839.6,20.0,0.0,86.0,2024-25
John,McGinn,MID,52,0.7,78,2217,1,4,8,34,7,0,1,360,277.2,500.6,263.0,103.7,2024-25
Tyrone,Mings,DEF,44,0.2,47,1119,0,1,4,11,1,0,5,207,220.4,49.2,74.0,34.6,2024-25
Kosta,Nedeljković,DEF,39,0.5,5,121,0,0,0,4,0,0,0,11,22.8,7.2,0.0,3.0,2024-25
Robin,Olsen,GK,45,0.1,9,225,0,0,1,6,0,0,0,23,59.2,0.0,0.0,5.9,2024-25
Pau,Torres,DEF,42,0.8,55,2019,0,0,5,33,2,0,3,254,350.6,84.5,102.0,54.0,2024-25
Jacob,Ramsey,MID,54,0.3,66,1616,1,4,5,26,2,1,3,265,235.4,307.9,245.0,78.7,2024-25
Morgan,Rogers,MID,58,25.8,161,3115,8,11,10,40,10,0,15,534,730.6,722.7,689.0,214.2,2024-25
Viljami,Sinisalo,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Lino,da Cruz Sousa,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Youri,Tielemans,MID,55,1.1,121,3025,3,7,7,46,4,0,15,686,799.6,963.1,333.0,209.6,2024-25
Ollie,Watkins,FWD,92,29.0,186,2593,16,8,10,40,2,0,32,631,766.0,345.2,1148.0,223.8,2024-25
Axel,Disasi,DEF,42,0.4,33,851,1,0,3,12,3,0,0,133,169.6,75.6,51.0,29.7,2024-25
Amadou,Onana,MID,48,2.1,65,1613,3,0,6,23,4,0,5,324,358.0,194.8,215.0,77.0,2024-25
Marcus,Rashford,MID,66,3.7,95,1414,6,4,7,15,2,0,9,333,398.4,451.1,369.0,122.1,2024-25
Lamare,Bogarde,DEF,39,0.2,6,473,0,0,0,11,2,0,0,22,84.8,33.3,15.0,13.3,2024-25
Sil,Swinkels,DEF,40,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Oliwier,Zych,GK,40,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Kadan,Young,MID,44,0.2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ben,Broggio,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Jamaldeen,Jimoh,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Donyell,Malen,MID,53,0.2,34,296,3,0,0,6,0,0,3,112,138.2,42.7,208.0,38.5,2024-25
Andrés,García,DEF,45,0.1,8,316,0,0,0,5,0,0,0,26,45.6,68.4,7.0,12.0,2024-25
Unai,Emery,AM,8,7.7,105,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Marco,Asensio,MID,60,2.4,44,740,3,2,3,8,2,0,6,158,200.6,232.5,242.0,67.2,2024-25
Max,Aarons,DEF,43,0.1,8,84,0,0,1,0,0,0,0,31,13.2,3.2,0.0,1.7,2024-25
Tyler,Adams,MID,49,0.1,58,1959,0,3,6,30,7,0,1,315,411.8,261.2,83.0,75.9,2024-25
Jaidon,Anthony,MID,45,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
David,Brooks,MID,49,0.0,52,941,2,1,3,12,3,0,2,204,193.6,316.7,300.0,80.4,2024-25
Ryan,Christie,MID,48,0.1,76,2114,2,3,8,28,9,0,5,435,514.0,576.8,303.0,139.6,2024-25
Lewis,Cook,MID,50,0.1,82,2976,1,4,5,44,8,1,3,500,607.0,727.1,114.0,144.9,2024-25
Enes,Ünal,FWD,54,0.1,32,330,2,1,2,3,2,0,4,97,104.0,56.1,207.0,35.9,2024-25
Romain,Faivre,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Hamed,Traorè,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
James,Hill,DEF,39,0.5,17,443,0,1,1,9,1,0,0,55,97.0,38.4,29.0,16.6,2024-25
Daniel,Jebbison,FWD,45,1.1,20,105,1,0,0,2,1,0,1,67,58.2,39.1,70.0,16.6,2024-25
Milos,Kerkez,DEF,53,20.0,134,3336,2,6,9,45,4,0,10,550,694.0,642.0,238.0,157.3,2024-25
Justin,Kluivert,MID,59,11.0,158,2339,12,6,13,29,8,0,14,532,700.0,654.1,771.0,212.0,2024-25
Chris,Mepham,DEF,44,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Dango,Ouattara,MID,45,0.9,111,1998,7,4,7,23,3,0,7,432,624.6,496.8,754.0,187.2,2024-25
Alex,Paulsen,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Philip,Billing,MID,48,0.0,10,176,0,0,0,4,1,0,0,52,54.0,102.4,47.0,20.4,2024-25
Alex,Scott,MID,47,0.0,26,745,0,0,3,8,3,0,0,132,141.6,171.6,118.0,43.2,2024-25
Antoine,Semenyo,MID,57,8.0,165,3202,11,7,11,41,9,0,14,571,792.2,688.9,1204.0,267.8,2024-25
Marcos,Senesi,DEF,46,0.3,31,1103,0,0,2,17,5,0,3,114,271.6,84.2,39.0,39.6,2024-25
Luis,Sinisterra,MID,48,0.1,23,229,1,1,0,4,0,0,2,90,112.0,115.3,195.0,42.3,2024-25
Adam,Smith,DEF,44,0.1,57,1586,0,0,6,18,7,0,0,161,181.8,147.2,24.0,35.0,2024-25
Marcus,Tavernier,MID,54,0.2,87,1932,3,7,4,29,6,0,4,362,447.0,664.8,442.0,155.4,2024-25
Mark,Travers,GK,44,0.1,19,450,0,0,1,5,0,0,1,76,146.4,0.0,0.0,14.6,2024-25
Illia,Zabarnyi,DEF,44,0.5,94,3109,0,1,8,42,4,1,8,429,651.4,177.0,88.0,92.0,2024-25
Kepa,Arrizabalaga,GK,46,3.7,106,2790,0,0,8,39,3,0,7,406,744.4,10.4,4.0,75.8,2024-25
Dean,Huijsen,DEF,45,5.0,104,2422,3,2,7,31,10,0,14,449,826.4,217.6,193.0,123.6,2024-25
Julián,Araujo Zúñiga,DEF,43,0.1,12,492,0,0,0,10,2,0,0,20,56.8,30.6,4.0,9.2,2024-25
Will,Dennis,GK,39,0.3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Francisco Evanilson,de Lima Barbosa,FWD,59,8.5,128,2317,10,5,11,30,1,1,20,487,456.0,331.9,966.0,174.8,2024-25
Max,Kinsey,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ben,Winterburn,MID,45,0.0,4,22,0,0,0,0,0,0,0,14,2.4,0.2,2.0,0.4,2024-25
Archie,Harris,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Remy,Rees-Dottin,FWD,45,0.1,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2024-25
Matai,Akinmboni,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Julio,Soler,DEF,39,0.0,3,9,0,0,0,1,0,0,0,8,2.2,1.8,0.0,0.4,2024-25
Daniel,Adu-Adjei,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Dominic,Sadi,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Callan,McKenna,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Zain,Silcott-Duberry,MID,45,0.0,1,1,0,0,0,0,0,0,0,5,2.0,1.0,0.0,0.3,2024-25
Andoni,Iraola,AM,11,4.8,82,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Kristoffer,Ajer,DEF,44,0.2,39,1433,0,0,3,25,5,0,0,120,199.0,128.1,158.0,48.5,2024-25
Ethan,Brierley,MID,44,0.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Nathan,Collins,DEF,46,4.5,127,3420,2,7,8,57,5,0,11,549,1023.2,160.5,311.0,149.6,2024-25
Mikkel,Damsgaard,MID,49,1.2,131,2911,2,10,11,41,2,0,10,611,714.8,1006.4,338.0,205.9,2024-25
Josh,Dasilva,MID,48,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Mark,Flekken,GK,45,10.0,138,3275,0,2,7,55,1,0,12,584,1298.4,30.3,0.0,132.5,2024-25
Rico,Henry,DEF,43,0.0,4,94,0,0,0,3,0,0,0,5,13.6,2.1,2.0,1.7,2024-25
Aaron,Hickey,DEF,43,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Vitaly,Janelt,MID,48,0.2,73,2251,1,3,6,38,3,0,2,384,356.6,284.2,131.0,77.2,2024-25
Mathias,Jensen,MID,53,0.1,38,846,0,2,2,17,2,0,1,179,157.0,249.5,32.0,43.8,2024-25
Kim,Ji-soo,DEF,39,0.3,3,28,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,2024-25
Yunus Emre,Konak,MID,44,0.1,10,53,0,0,0,2,0,0,0,30,8.0,4.5,3.0,1.2,2024-25
Keane,Lewis-Potter,MID,50,0.1,94,3092,1,5,8,49,7,0,0,460,542.0,462.2,391.0,139.9,2024-25
Bryan,Mbeumo,MID,83,46.7,236,3415,20,9,9,55,3,0,29,948,1236.8,1107.5,1060.0,340.8,2024-25
Ben,Mee,DEF,42,0.3,9,180,0,0,1,4,2,0,0,30,36.8,3.0,6.0,4.6,2024-25
Christian,Nørgaard,MID,48,0.2,107,2820,5,5,6,45,8,1,7,580,735.4,333.0,409.0,147.9,2024-25
Frank,Onyeka,MID,49,0.0,2,23,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,2024-25
Myles,Peart-Harris,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Ethan,Pinnock,DEF,44,0.3,47,1912,2,0,2,35,2,0,0,233,540.2,101.2,193.0,83.6,2024-25
Mads,Roerslev Rasmussen,DEF,43,0.1,36,1100,0,2,2,20,2,0,0,125,214.4,185.8,78.0,48.0,2024-25
Kevin,Schade,MID,53,3.3,149,2281,11,4,10,34,3,0,12,498,630.8,312.7,892.0,183.3,2024-25
Igor Thiago,Nascimento Rodrigues,FWD,59,0.0,9,167,0,0,0,4,0,0,0,32,18.2,30.6,12.0,5.8,2024-25
Ivan,Toney,FWD,73,1.1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Hákon,Valdimarsson,GK,39,2.9,2,144,0,0,0,2,0,0,0,14,21.4,0.1,0.0,2.1,2024-25
Yoane,Wissa,FWD,69,24.2,185,2921,18,6,9,45,5,0,32,739,849.4,400.0,1181.0,242.4,2024-25
Yehor,Yarmoliuk,MID,43,2.3,43,1435,0,0,3,25,6,0,0,255,259.6,196.1,89.0,54.4,2024-25
Mathias,Jorgensen,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Fábio,Freitas Gouveia Carvalho,MID,45,0.4,35,443,2,1,0,14,1,0,1,127,142.2,71.5,154.0,36.3,2024-25
Sepp,van den Berg,DEF,41,1.5,62,2584,0,1,5,49,3,0,1,266,587.4,108.3,226.0,92.3,2024-25
Ryan,Trevitt,MID,44,0.0,1,3,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,2024-25
Gustavo,Nunes Fernandes Gomes,MID,49,0.0,3,11,0,0,0,2,0,0,0,11,10.0,0.3,2.0,1.2,2024-25
Jayden,Meghoma,DEF,40,0.0,1,4,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,2024-25
Tony,Yogane,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Paris,Maghoma,MID,45,0.0,8,112,0,0,0,1,0,0,0,32,27.8,15.8,10.0,5.4,2024-25
Benjamin,Arthur,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Thomas,Frank,AM,8,15.1,116,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Michael,Kayode,DEF,45,0.1,27,523,0,1,2,5,2,0,0,115,105.2,105.2,30.0,24.2,2024-25
Julian,Eyestone,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
Iwan,Morgan,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2024-25
